ticker,title,cik
BMRN,BIOMARIN PHARMACEUTICAL INC,1048477
BMTM,"Bright Mountain Media, Inc.",1568385
BMWKY,Bayerische Motoren Werke AG/ADR,1446250
BMXI,BROOKMOUNT EXPLORATIONS INC,1122993
BMY,BRISTOL MYERS SQUIBB CO,14272
BMYMP,BRISTOL MYERS SQUIBB CO,14272
BN,BROOKFIELD Corp /ON/,1001085
BNAI,Brand Engagement Network Inc.,1838163
BNAIW,Brand Engagement Network Inc.,1838163
BNBX,BNB PLUS CORP.,744452
BNC,CEA Industries Inc.,1482541
BNCWW,CEA Industries Inc.,1482541
BNED,"Barnes & Noble Education, Inc.",1634117
BNET,BION ENVIRONMENTAL TECHNOLOGIES INC,875729
BNGO,"Bionano Genomics, Inc.",1411690
BNH,BROOKFIELD Corp /ON/,1001085
BNIGF,Beroni Group Ltd,1851651
BNJ,BROOKFIELD Corp /ON/,1001085
BNKD,BANK OF MONTREAL /CAN/,927971
BNKK,"BONK, INC.",1760903
BNKU,BANK OF MONTREAL /CAN/,927971
BNL,"Broadstone Net Lease, Inc.",1424182
BNO,"United States Brent Oil Fund, LP",1472494
BNR,Burning Rock Biotech Ltd,1792267
BNRG,Brenmiller Energy Ltd.,1901215
BNS,BANK OF NOVA SCOTIA,9631
BNSOF,BONSO ELECTRONICS INTERNATIONAL INC,846546
BNT,Brookfield Wealth Solutions Ltd.,1837429
BNTC,Benitec Biopharma Inc.,1808898
BNTX,BioNTech SE,1776985
BNY,BLACKROCK NEW YORK MUNICIPAL INCOME TRUST,1137390
BNZI,"Banzai International, Inc.",1826011
BNZIW,"Banzai International, Inc.",1826011
BOC,BOSTON OMAHA Corp,1494582
BODI,"Beachbody Company, Inc.",1826889
BODYW,"Beachbody Company, Inc.",1826889
BOE,BlackRock Enhanced Global Dividend Trust,1320375
BOF,BranchOut Food Inc.,1962481
BOH,BANK OF HAWAII CORP,46195
BOH-PA,BANK OF HAWAII CORP,46195
BOH-PB,BANK OF HAWAII CORP,46195
BOIL,ProShares Trust II,1415311
BOKF,BOK FINANCIAL CORP,875357
BOLD,"Boundless Bio, Inc.",1782303
BOLT,"Bolt Biotherapeutics, Inc.",1641281
BON,Bon Natural Life Ltd,1816815
BONXF,BONTERRA RESOURCES INC.,1544770
BOOM,DMC Global Inc.,34067
BOOT,"Boot Barn Holdings, Inc.",1610250
BORMF,Borealis Mining Co Ltd,1994238
BORR,Borr Drilling Ltd,1715497
BOSC,BOS BETTER ONLINE SOLUTIONS LTD,1005516
BOTJ,BANK OF THE JAMES FINANCIAL GROUP INC,1275101
BOTY,"LINGERIE FIGHTING CHAMPIONSHIPS, INC.",1407704
BOW,Bowhead Specialty Holdings Inc.,2002473
BOX,BOX INC,1372612
BOXL,Boxlight Corp,1624512
BP,BP PLC,313807
BPAC,Blueport Acquisition Ltd,2064177
BPACU,Blueport Acquisition Ltd,2064177
BPAQF,BP PLC,313807
BPOP,"POPULAR, INC.",763901
BPOPM,"POPULAR, INC.",763901
BPOPO,"POPULAR, INC.",763901
BPPFF,BP PLC,313807
BPPTU,BP PRUDHOE BAY ROYALTY TRUST,850033
BPRE,Bluerock Private Real Estate Fund,1551047
BPRN,"Princeton Bancorp, Inc.",1913971
BPTH,"BIO-PATH HOLDINGS, INC.",1133818
BPYPM,Brookfield Property Partners L.P.,1545772
BPYPN,Brookfield Property Partners L.P.,1545772
BPYPO,Brookfield Property Partners L.P.,1545772
BPYPP,Brookfield Property Partners L.P.,1545772
BQ,Boqii Holding Ltd,1815021
BQST,Bioquest Corp,1568628
BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",1383312
BRAG,Bragg Gaming Group Inc.,1867834
BRAI,Braiin Ltd,2076975
BRBF,BRB Foods Inc.,1976870
BRBI,BRBI BR Partners S.A.,2058601
BRBR,"BELLRING BRANDS, INC.",1772016
BRBS,"BLUE RIDGE BANKSHARES, INC.",842717
BRC,BRADY CORP,746598
BRCB,"Black Rock Coffee Bar, Inc.",2068577
BRCC,BRC Inc.,1891101
BRCFF,BROOKFIELD Corp /ON/,1001085
BRCNF,Burcon NutraScience Corp,1158399
BRELY,Brazilian Rare Earths Limited/ADR,2018463
BRENF,Brookfield Renewable Partners L.P.,1533232
BRETF,Brazilian Rare Earths Limited/ADR,2018463
BREZ,Breeze Acquisition Corp. II,2095443
BRFCF,BROOKFIELD Corp /ON/,1001085
BRFH,BARFRESH FOOD GROUP INC.,1487197
BRGC,North America Lithium & Gold Corp,1059689
BRGX,"BIOREGENX, INC.",1593184
BRIA,BrilliA Inc,2000230
BRID,BRIDGFORD FOODS CORP,14177
BRIPF,Brookfield Infrastructure Partners L.P.,1406234
BRK-A,BERKSHIRE HATHAWAY INC,1067983
BRK-B,BERKSHIRE HATHAWAY INC,1067983
BRKCF,BARKSDALE RESOURCES CORP.,1019742
BRKK,Barentsz Capital Ltd,2074160
BRKR,BRUKER CORP,1109354
BRKRP,BRUKER CORP,1109354
BRLS,Borealis Foods Inc.,1852973
BRLSW,Borealis Foods Inc.,1852973
BRLT,"Brilliant Earth Group, Inc.",1866757
BRN,BARNWELL INDUSTRIES INC,10048
BRNS,Barinthus Biotherapeutics plc.,1828185
BRO,"BROWN & BROWN, INC.",79282
BROS,Dutch Bros Inc.,1866581
BROXF,BROOKFIELD Corp /ON/,1001085
BRPSF,BROOKFIELD Corp /ON/,1001085
BRQL,BrooQLy Inc.,1854526
BRQSF,"Borqs Technologies, Inc.",1650575
BRR,"ProCap Financial, Inc.",2076163
BRRN,"Byrn, Inc.",1397795
BRRR,CoinShares Bitcoin ETF,1841175
BRRWW,"ProCap Financial, Inc.",2076163
BRSL,Brightstar Lottery PLC,1619762
BRSP,"BrightSpire Capital, Inc.",1717547
BRST,"Broad Street Realty, Inc.",764897
BRSYF,Brainsway Ltd.,1505065
BRT,BRT Apartments Corp.,14846
BRTX,"BioRestorative Therapies, Inc.",1505497
BRVO,Bravo Multinational Inc.,1444839
BRW,Saba Capital Income & Opportunities Fund,826020
BRWC,Birdie Win Corp,1873213
BRX,Brixmor Property Group Inc.,1581068
BRYGF,Terra Rossa Gold Ltd.,1861479
BRZE,"Braze, Inc.",1676238
BSAA,BEST SPAC I Acquisition Corp.,2051587
BSAAR,BEST SPAC I Acquisition Corp.,2051587
BSAAU,BEST SPAC I Acquisition Corp.,2051587
BSAC,BANCO SANTANDER CHILE,1027552
BSAI,BLUSKY AI INC.,1416090
BSBK,Bogota Financial Corp.,1787414
BSBR,Banco Santander (Brasil) S.A.,1471055
BSEM,BIOSTEM TECHNOLOGIES,1658678
BSET,BASSETT FURNITURE INDUSTRIES INC,10329
BSFC,Blue Star Foods Corp.,1730773
BSL,Blackstone Senior Floating Rate 2027 Term Fund,1486298
BSLK,"Bolt Projects Holdings, Inc.",1841125
BSLKW,"Bolt Projects Holdings, Inc.",1841125
BSMLP,"Black Stone Minerals, L.P.",1621434
BSOL,Bitwise Solana Staking ETF,2045872
BSPA,"Ballston Spa Bancorp, Inc.",2094107
BSPK,"Bespoke Extracts, Inc.",1409197
BSQKZ,"Block, Inc.",1512673
BSRR,SIERRA BANCORP,1130144
BST,BlackRock Science & Technology Trust,1616678
BSTT,"Blackstone Real Estate Income Trust, Inc.",1662972
BSTZ,BlackRock Science & Technology Term Trust,1768666
BSVN,Bank7 Corp.,1746129
BSX,BOSTON SCIENTIFIC CORP,885725
BSY,BENTLEY SYSTEMS INC,1031308
BTA,BlackRock Long-Term Municipal Advantage Trust,1343793
BTAB,IWAC Holding Co Inc.,2033522
BTAFF,British American Tobacco p.l.c.,1303523
BTAI,"BioXcel Therapeutics, Inc.",1720893
BTBD,"BT Brands, Inc.",1718224
BTBDW,"BT Brands, Inc.",1718224
BTBT,"Bit Digital, Inc",1710350
BTC,Grayscale Bitcoin Mini Trust ETF,2015034
BTCO,Invesco Galaxy Bitcoin ETF,1855781
BTCS,BTCS Inc.,1436229
BTCT,BTC Digital Ltd.,1796514
BTCW,WisdomTree Bitcoin Fund,1850391
BTCY,BIOTRICITY INC.,1630113
BTDPF,Barratt Developments PLC/ADR,1516324
BTDPY,Barratt Developments PLC/ADR,1516324
BTDR,Bitdeer Technologies Group,1899123
BTE,BAYTEX ENERGY CORP.,1279495
BTFT,Beta FinTech Holdings Ltd,2046216
BTG,B2GOLD CORP,1429937
BTGO,"BITGO HOLDINGS, INC.",1740604
BTGRF,BTS Group Holdings Public Co Limited/ADR,1546538
BTI,British American Tobacco p.l.c.,1303523
BTLWF,BTS Group Holdings Public Co Limited/ADR,1546538
BTM,Bitcoin Depot Inc.,1901799
BTMD,biote Corp.,1819253
BTMWW,Bitcoin Depot Inc.,1901799
BTO,JOHN HANCOCK FINANCIAL OPPORTUNITIES FUND,925683
BTOC,Armlogi Holding Corp.,1972529
BTOG,BIT ORIGIN Ltd,1735556
BTQ,BTQ Technologies Corp.,1821866
BTSG,"BrightSpring Health Services, Inc.",1865782
BTSGU,"BrightSpring Health Services, Inc.",1865782
BTT,BlackRock Municipal 2030 Target Term Trust,1528437
BTTC,Black Titan Corp,2034400
BTU,PEABODY ENERGY CORP,1064728
BTX,BlackRock Technology & Private Equity Term Trust,1836057
BTZ,BLACKROCK CREDIT ALLOCATION INCOME TRUST,1379384
BUD,Anheuser-Busch InBev SA/NV,1668717
BUDA,Buda Juice LLC,2079720
BUDFF,Anheuser-Busch InBev SA/NV,1668717
BUDZ,"WEED, INC.",1393772
BUGDF,Bumrungrad Hospital Public Co Limited/ADR,1547870
BUHHF,Bumrungrad Hospital Public Co Limited/ADR,1547870
BUHPF,Bumrungrad Hospital Public Co Limited/ADR,1547870
BUHPY,Bumrungrad Hospital Public Co Limited/ADR,1547870
BUI,"BlackRock Utilities, Infrastructure & Power Opportunities Trust",1528988
BUKS,BUTLER NATIONAL CORP,15847
BULL,Webull Corp,1866364
BULLW,Webull Corp,1866364
BULZ,BANK OF MONTREAL /CAN/,927971
BUR,Burford Capital Ltd,1714174
BURL,"Burlington Stores, Inc.",1579298
BURU,"Nuburu, Inc.",1814215
BURUW,"Nuburu, Inc.",1814215
BUSE,FIRST BUSEY CORP /NV/,314489
BUSEP,FIRST BUSEY CORP /NV/,314489
BUUU,BUUU Group Ltd,2047273
BV,"BrightView Holdings, Inc.",1734713
BVAXF,BioVaxys Technology Corp.,1882559
BVENY,Brava Energia S.A.,2095292
BVFL,"BV Financial, Inc.",1302387
BVN,BUENAVENTURA MINING CO INC,1013131
BVS,Bioventus Inc.,1665988
BW,"Babcock & Wilcox Enterprises, Inc.",1630805
BW-PA,"Babcock & Wilcox Enterprises, Inc.",1630805
BWA,BORGWARNER INC,908255
BWAY,Brainsway Ltd.,1505065
BWB,Bridgewater Bancshares Inc,1341317
BWBBP,Bridgewater Bancshares Inc,1341317
BWEN,"BROADWIND, INC.",1120370
BWET,Amplify Commodity Trust,1610940
BWFG,"Bankwell Financial Group, Inc.",1505732
BWG,BrandywineGLOBAL-Global Income Opportunities Fund Inc,1504545
BWIN,"Baldwin Insurance Group, Inc.",1781755
BWIV,Blue Water Acquisition Corp. IV,2082847
BWLP,BW LPG Ltd,1649313
BWMG,"Brownie's Marine Group, Inc",1166708
BWMN,Bowman Consulting Group Ltd.,1847590
BWMX,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V",1788257
BWNB,"Babcock & Wilcox Enterprises, Inc.",1630805
BWOW,Bitwise Dogecoin ETF,2053791
BWVTF,BARCLAYS BANK PLC,312070
BWXT,"BWX Technologies, Inc.",1486957
BX,Blackstone Inc.,1393818
BXC,BlueLinx Holdings Inc.,1301787
BXDIF,BROOKFIELD Corp /ON/,1001085
BXMT,"BLACKSTONE MORTGAGE TRUST, INC.",1061630
BXMX,Nuveen S&P 500 BuyWrite Income Fund,1298699
BXP,"BXP, Inc.",1037540
BXRLY,Boxer Retail Limited/ADR,2056450
BXSL,Blackstone Secured Lending Fund,1736035
BXSY,BEXIL INVESTMENT TRUST,1059213
BY,"BYLINE BANCORP, INC.",1702750
BYAH,"Park Ha Biological Technology Co., Ltd.",1986247
BYCBF,Barry Callebaut AG/ADR,1706795
BYD,BOYD GAMING CORP,906553
BYDDF,BYD CO LTD,1445162
BYDIF,BYD Electronic (International) Co Ltd,1447956
BYFC,BROADWAY FINANCIAL CORP DE,1001171
BYM,BLACKROCK MUNICIPAL INCOME QUALITY TRUST,1181187
BYMOF,Bayerische Motoren Werke AG/ADR,1446250
BYND,"BEYOND MEAT, INC.",1655210
BYNO,byNordic Acquisition Corp,1801417
BYNOU,byNordic Acquisition Corp,1801417
BYNOW,byNordic Acquisition Corp,1801417
BYOC,"Beyond Commerce, Inc.",1386049
BYRN,Byrna Technologies Inc.,1354866
BYSI,BeyondSpring Inc.,1677940
BZ,Kanzhun Ltd,1842827
BZAI,"Blaize Holdings, Inc.",1871638
BZAIW,"Blaize Holdings, Inc.",1871638
BZDLF,KINCORA COPPER LTD,1527038
BZFD,"BuzzFeed, Inc.",1828972
BZFDW,"BuzzFeed, Inc.",1828972
BZH,BEAZER HOMES USA INC,915840
BZLFF,BUNZL PLC,1072397
BZLFY,BUNZL PLC,1072397
BZRD,"Blubuzzard, Inc.",1765826
BZUN,Baozun Inc.,1625414
BZWR,Business Warrior Corp,1830503
BZYR,BURZYNSKI RESEARCH INSTITUTE INC,724445
C,CITIGROUP INC,831001
C-PN,CITIGROUP INC,831001
CAAP,CORPORACION AMERICA AIRPORTS S.A.,1717393
CAAS,"China Automotive Systems, Inc.",2037400
CABA,"Cabaletta Bio, Inc.",1759138
CABO,"Cable One, Inc.",1632127
CABR,"Caring Brands, Inc.",2020737
CAC,CAMDEN NATIONAL CORP,750686
CACC,CREDIT ACCEPTANCE CORP,885550
CACI,CACI INTERNATIONAL INC /DE/,16058
CADE,Cadence Bank,1299939
CADE-PA,Cadence Bank,1299939
CADL,"Candel Therapeutics, Inc.",1841387
CADV,Club Versante Group Ltd,2066899
CAE,CAE INC,1173382
CAEA,Caedryn Acquisition Corp I,2072033
CAEP,"Cantor Equity Partners III, Inc.",2034268
CAF,"Morgan Stanley China A Share Fund, Inc.",1368493
CAG,CONAGRA BRANDS INC.,23217
CAH,CARDINAL HEALTH INC,721371
CAHO,Caro Holdings Inc.,1678105
CAHPF,Evolution Mining Limited/ADR,1686009
CAI,"Caris Life Sciences, Inc.",2019410
CAJFF,CANON INC,16988
CAJPY,CANON INC,16988
CAKE,CHEESECAKE FACTORY INC,887596
CAL,CALERES INC,14707
CALA,"Calithera Biosciences, Inc.",1496671
CALC,"CalciMedica, Inc.",1534133
CALM,CAL-MAINE FOODS INC,16160
CALX,"CALIX, INC",1406666
CAMG,"CAM GROUP, INC.",1419559
CAMP,Camp4 Therapeutics Corp,1736730
CAMT,CAMTEK LTD,1109138
CAN,Canaan Inc.,1780652
CANE,Teucrium Commodity Trust,1471824
CANF,Can-Fite BioPharma Ltd.,1536196
CANG,Cango Inc.,1725123
CANN,TREES Corp (Colorado),1477009
CAPC,"CAPSTONE COMPANIES, INC.",814926
CAPL,CrossAmerica Partners LP,1538849
CAPN,Cayson Acquisition Corp,2024203
CAPNR,Cayson Acquisition Corp,2024203
CAPNU,Cayson Acquisition Corp,2024203
CAPR,"CAPRICOR THERAPEUTICS, INC.",1133869
CAPS,Capstone Holding Corp.,887151
CAPT,Captivision Inc.,1967478
CAPTW,Captivision Inc.,1967478
CAQ,Cambridge Acquisition Corp.,2100125
CAR,"AVIS BUDGET GROUP, INC.",723612
CARD,BANK OF MONTREAL /CAN/,927971
CARE,"Carter Bankshares, Inc.",1829576
CARG,"CarGurus, Inc.",1494259
CARL,"CARLSMED, INC.",1794546
CARM,Carisma Therapeutics Inc.,1485003
CARR,CARRIER GLOBAL Corp,1783180
CARS,Cars.com Inc.,1683606
CART,Maplebear Inc.,1579091
CARU,BANK OF MONTREAL /CAN/,927971
CARV,CARVER BANCORP INC,1016178
CASH,"PATHWARD FINANCIAL, INC.",907471
CASI,"CASI Pharmaceuticals, Inc.",1962738
CASS,CASS INFORMATION SYSTEMS INC,708781
CAST,"FreeCast, Inc.",1633369
CASY,CASEYS GENERAL STORES INC,726958
CAT,CATERPILLAR INC,18230
CATO,CATO CORP,18255
CATX,"Perspective Therapeutics, Inc.",728387
CATY,CATHAY GENERAL BANCORP,861842
CAVA,"CAVA GROUP, INC.",1639438
CAZGF,Catapult Group International Ltd,2074220
CB,Chubb Ltd,896159
CBAN,COLONY BANKCORP INC,711669
CBAT,"CBAK Energy Technology, Inc.",1117171
CBC,"Central Bancompany, Inc.",2065601
CBDBY,BRAZILIAN DISTRIBUTION CO COMPANHIA BRASILEIRA DE DISTR CBD,1038572
CBDL,CBD Life Sciences Inc.,1776073
CBDW,1606 CORP.,1877461
CBDY,Target Group Inc.,1586554
CBFV,"CB Financial Services, Inc.",1605301
CBGGF,Chain Bridge I,1845149
CBIH,"Cannabis Bioscience International Holdings, Inc.",1411057
CBIO,"CRESCENT BIOPHARMA, INC.",1253689
CBK,"Commercial Bancgroup, Inc.",1981546
CBKM,CONSUMERS BANCORP INC /OH/,1006830
CBL,CBL & ASSOCIATES PROPERTIES INC,910612
CBLL,"Ceribell, Inc.",1861107
CBLO,"C2 Blockchain, Inc.",1882781
CBMJ,"CONSERVATIVE BROADCAST MEDIA & PUBLISHING, INC.",1452583
CBNA,CHAIN BRIDGE BANCORP INC,1392272
CBNK,Capital Bancorp Inc,1419536
CBOE,"Cboe Global Markets, Inc.",1374310
CBPHF,"Clover Biopharmaceuticals, Ltd.",1856491
CBRE,"CBRE GROUP, INC.",1138118
CBRGF,Chain Bridge I,1845149
CBRL,"CRACKER BARREL OLD COUNTRY STORE, INC",1067294
CBRRF,Chain Bridge I,1845149
CBSH,COMMERCE BANCSHARES INC /MO/,22356
CBSTF,Cannabist Co Holdings Inc.,1776738
CBT,CABOT CORP,16040
CBU,"COMMUNITY FINANCIAL SYSTEM, INC.",723188
CBUS,"Cibus, Inc.",1705843
CBZ,"CBIZ, Inc.",944148
CC,Chemours Co,1627223
CCAP,"Crescent Capital BDC, Inc.",1633336
CCB,COASTAL FINANCIAL CORP,1437958
CCBG,CAPITAL CITY BANK GROUP INC,726601
CCC,CCC Intelligent Solutions Holdings Inc.,1818201
CCCC,"C4 Therapeutics, Inc.",1662579
CCCP,Crona Corp.,1696411
CCCX,Churchill Capital Corp X/Cayman,2007825
CCCXU,Churchill Capital Corp X/Cayman,2007825
CCCXW,Churchill Capital Corp X/Cayman,2007825
CCD,Calamos Dynamic Convertible & Income Fund,1602584
CCEC,Capital Clean Energy Carriers Corp.,1392326
CCEL,CRYO CELL INTERNATIONAL INC,862692
CCEP,COCA-COLA EUROPACIFIC PARTNERS plc,1650107
CCFN,MUNCY COLUMBIA FINANCIAL Corp,731122
CCG,Cheche Group Inc.,1965473
CCGWW,Cheche Group Inc.,1965473
CCHH,CCH Holdings Ltd,2074123
CCI,CROWN CASTLE INC.,1051470
CCID,Carlyle Credit Income Fund,1517767
CCIF,Carlyle Credit Income Fund,1517767
CCII,Cohen Circle Acquisition Corp. II,2064683
CCIIU,Cohen Circle Acquisition Corp. II,2064683
CCIIW,Cohen Circle Acquisition Corp. II,2064683
CCIX,Churchill Capital Corp IX/Cayman,2006291
CCIXU,Churchill Capital Corp IX/Cayman,2006291
CCIXW,Churchill Capital Corp IX/Cayman,2006291
CCJ,CAMECO CORP,1009001
CCK,"CROWN HOLDINGS, INC.",1219601
CCL,CARNIVAL CORP,815097
CCLD,"CareCloud, Inc.",1582982
CCLDO,"CareCloud, Inc.",1582982
CCM,Concord Medical Services Holdings Ltd,1472072
CCNB,"Coastal Carolina Bancshares, Inc.",1437213
CCNE,CNB FINANCIAL CORP/PA,736772
CCNEP,CNB FINANCIAL CORP/PA,736772
CCO,"Clear Channel Outdoor Holdings, Inc.",1334978
CCOI,"COGENT COMMUNICATIONS HOLDINGS, INC.",1158324
CCOOF,CORE SILVER CORP.,1853599
CCRN,CROSS COUNTRY HEALTHCARE INC,1141103
CCS,"Century Communities, Inc.",1576940
CCSI,"Consensus Cloud Solutions, Inc.",1866633
CCTC,Catalyst Crew Technologies Corp.,1477960
CCTG,CCSC Technology International Holdings Ltd,1931717
CCTSF,Cactus Acquisition Corp. 1 Ltd,1865861
CCU,UNITED BREWERIES CO INC,888746
CCXI,Churchill Capital Corp XI,2074973
CCXIU,Churchill Capital Corp XI,2074973
CCZ,COMCAST CORP,1166691
CD,Chaince Digital Holdings Inc.,1527762
CDAQF,Compass Digital Acquisition Corp.,1851909
CDAUF,Compass Digital Acquisition Corp.,1851909
CDAWF,Compass Digital Acquisition Corp.,1851909
CDE,"Coeur Mining, Inc.",215466
CDGLF,ComfortDelGro Corp Ltd,1448611
CDIO,"Cardio Diagnostics Holdings, Inc.",1870144
CDIOW,"Cardio Diagnostics Holdings, Inc.",1870144
CDIX,Cardiff Lexington Corp,811222
CDLR,Cadeler A/S,1978867
CDLX,"Cardlytics, Inc.",1666071
CDNA,"CareDx, Inc.",1217234
CDNL,Cardinal Infrastructure Group Inc.,2079999
CDNS,CADENCE DESIGN SYSTEMS INC,813672
CDP,COPT DEFENSE PROPERTIES,860546
CDR-PB,"CEDAR REALTY TRUST, INC.",761648
CDR-PC,"CEDAR REALTY TRUST, INC.",761648
CDRE,"Cadre Holdings, Inc.",1860543
CDRO,"Codere Online Luxembourg, S.A.",1866782
CDROW,"Codere Online Luxembourg, S.A.",1866782
CDSG,"China Dongsheng International, Inc.",946112
CDT,CDT Equity Inc.,1896212
CDTG,CDT Environmental Technology Investment Holdings Ltd,1793895
CDTHY,CONDUIT HOLDINGS LTD/ADR,2091663
CDTTW,CDT Equity Inc.,1896212
CDTX,"Cidara Therapeutics, Inc.",1610618
CDW,CDW Corp,1402057
CDXS,"CODEXIS, INC.",1200375
CDZI,CADIZ INC,727273
CDZIP,CADIZ INC,727273
CE,Celanese Corp,1306830
CECO,CECO ENVIRONMENTAL CORP,3197
CEE,"CENTRAL & EASTERN EUROPE FUND, INC.",860489
CEF,Sprott Physical Gold & Silver Trust,1726122
CEFD,UBS AG,1114446
CEFZ,UBS AG,1114446
CEG,Constellation Energy Corp,1868275
CEHCF,"Cosmo Energy Holdings Co., Ltd./ADR",1668393
CEIN,"CAMBER ENERGY, INC.",1309082
CELC,Celcuity Inc.,1603454
CELG-RI,BRISTOL MYERS SQUIBB CO,14272
CELH,"Celsius Holdings, Inc.",1341766
CELU,Celularity Inc,1752828
CELUW,Celularity Inc,1752828
CELZ,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",1187953
CENN,Cenntro Inc.,1707919
CENT,CENTRAL GARDEN & PET CO,887733
CENTA,CENTRAL GARDEN & PET CO,887733
CENX,CENTURY ALUMINUM CO,949157
CEPF,"Cantor Equity Partners IV, Inc.",2034267
CEPO,"Cantor Equity Partners I, Inc.",2027708
CEPT,"Cantor Equity Partners II, Inc.",2034269
CEPU,CENTRAL PUERTO S.A.,1717161
CEPV,"Cantor Equity Partners V, Inc.",2034266
CERO,"CERO THERAPEUTICS HOLDINGS, INC.",1870404
CEROW,"CERO THERAPEUTICS HOLDINGS, INC.",1870404
CERS,CERUS CORP,1020214
CERT,"Certara, Inc.",1827090
CET,CENTRAL SECURITIES CORP,18748
CETI,"Cyber Enviro-Tech, Inc.",1935092
CETX,CEMTREX INC,1435064
CETXP,CEMTREX INC,1435064
CETY,"Clean Energy Technologies, Inc.",1329606
CEV,Eaton Vance California Municipal Income Trust,1074692
CEVA,CEVA INC,1173489
CF,"CF Industries Holdings, Inc.",1324404
CFAC,Creative Future Acquisition Corp,2077877
CFBK,CF BANKSHARES INC.,1070680
CFFI,C & F FINANCIAL CORP,913341
CFFN,"Capitol Federal Financial, Inc.",1490906
CFG,CITIZENS FINANCIAL GROUP INC/RI,759944
CFG-PE,CITIZENS FINANCIAL GROUP INC/RI,759944
CFG-PH,CITIZENS FINANCIAL GROUP INC/RI,759944
CFG-PI,CITIZENS FINANCIAL GROUP INC/RI,759944
CFLT,"Confluent, Inc.",1699838
CFNB,CALIFORNIA FIRST LEASING CORP,803016
CFND,C1 Fund Inc.,2044327
CFOO,China Foods Holdings Ltd.,1310630
CFR,"CULLEN/FROST BANKERS, INC.",39263
CFR-PB,"CULLEN/FROST BANKERS, INC.",39263
CFSU,Complete Financial Solutions Inc.,1621888
CG,Carlyle Group Inc.,1527166
CGABL,Carlyle Group Inc.,1527166
CGAU,Centerra Gold Inc.,1854640
CGBD,"Carlyle Secured Lending, Inc.",1544206
CGBSF,Crown LNG Holdings Ltd,1991946
CGC,Canopy Growth Corp,1737927
CGCT,Cartesian Growth Corp III,2049662
CGCTU,Cartesian Growth Corp III,2049662
CGCTW,Cartesian Growth Corp III,2049662
CGEH,"Capstone Green Energy Holdings, Inc.",1009759
CGEM,"Cullinan Therapeutics, Inc.",1789972
CGEN,COMPUGEN LTD,1119774
CGL,CGL Logistics Holdings Ltd,1934387
CGNT,Cognyte Software Ltd.,1824814
CGNX,COGNEX CORP,851205
CGO,CALAMOS GLOBAL TOTAL RETURN FUND,1285650
CGON,"CG Oncology, Inc.",1991792
CGTL,Creative Global Technology Holdings Ltd,1967822
CGTX,COGNITION THERAPEUTICS INC,1455365
CHA,Chagee Holdings Ltd.,2013649
CHAC,Crane Harbor Acquisition Corp.,2054174
CHACR,Crane Harbor Acquisition Corp.,2054174
CHACU,Crane Harbor Acquisition Corp.,2054174
CHAI,"Core AI Holdings, Inc.",1649009
CHAR,Charlton Aria Acquisition Corp,2024459
CHARR,Charlton Aria Acquisition Corp,2024459
CHARU,Charlton Aria Acquisition Corp,2024459
CHCI,"Comstock Holding Companies, Inc.",1299969
CHCO,CITY HOLDING CO,726854
CHCT,Community Healthcare Trust Inc,1631569
CHD,CHURCH & DWIGHT CO INC /DE/,313927
CHDN,Churchill Downs Inc,20212
CHE,CHEMED CORP,19584
CHEAF,CHINA EASTERN AIRLINES CORP LTD,1030475
CHEC,Chenghe Acquisition III Co.,2047177
CHECU,Chenghe Acquisition III Co.,2047177
CHECW,Chenghe Acquisition III Co.,2047177
CHEF,"Chefs' Warehouse, Inc.",1517175
CHEV,Charging Robotics Inc.,1459188
CHGG,"CHEGG, INC",1364954
CHH,CHOICE HOTELS INTERNATIONAL INC /DE,1046311
CHI,CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND,1171471
CHKIF,CHINA SOUTHERN AIRLINES CO LTD,1041668
CHKKF,Chakana Copper Corp.,1731712
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES LTD,1015922
CHKR,CHESAPEAKE GRANITE WASH TRUST,1524769
CHLSY,Chocoladefabriken Lindt & Spruengli AG/ADR,1885110
CHMG,CHEMUNG FINANCIAL CORP,763563
CHMI,Cherry Hill Mortgage Investment Corp,1571776
CHMI-PA,Cherry Hill Mortgage Investment Corp,1571776
CHMI-PB,Cherry Hill Mortgage Investment Corp,1571776
CHMX,NEXT-ChemX Corporation.,1657045
CHNEY,CHINA EASTERN AIRLINES CORP LTD,1030475
CHNR,CHINA NATURAL RESOURCES INC,793628
CHOW,ChowChow Cloud International Holdings Ltd,2041829
CHPG,ChampionsGate Acquisition Corp,2024460
CHPGR,ChampionsGate Acquisition Corp,2024460
CHPGU,ChampionsGate Acquisition Corp,2024460
CHPT,"ChargePoint Holdings, Inc.",1777393
CHR,"Cheer Holding, Inc.",1738758
CHRD,Chord Energy Corp,1486159
CHRS,"Coherus Oncology, Inc.",1512762
CHRW,"C. H. ROBINSON WORLDWIDE, INC.",1043277
CHSCL,CHS INC,823277
CHSCM,CHS INC,823277
CHSCN,CHS INC,823277
CHSCO,CHS INC,823277
CHSCP,CHS INC,823277
CHSN,Chanson International Holding,1825349
CHT,CHUNGHWA TELECOM CO LTD,1132924
