date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IHRTB')","('high', 'IHRTB')","('low', 'IHRTB')","('close', 'IHRTB')","('adj_close', 'IHRTB')","('volume', 'IHRTB')","('currency', '')"
2022-03-04,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-07,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-08,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-09,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-10,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-11,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-14,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-15,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-16,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-17,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-18,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-21,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-22,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-23,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,15.039999961853027,0,,,,,,,,
2022-03-24,15.75,16.0,15.75,16.0,16.0,4891,,,,,,,,
2022-03-25,16.100000381469727,16.200000762939453,16.0,16.0,16.0,27188,,,,,,,,
2022-03-28,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-03-29,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-03-30,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-03-31,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-01,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-04,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-05,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-06,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-07,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-08,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-11,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-12,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-13,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-14,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-18,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-19,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-20,16.0,16.0,16.0,16.0,16.0,0,,,,,,,,
2022-04-21,17.010000228881836,17.020000457763672,17.010000228881836,17.020000457763672,17.020000457763672,12647,,,,,,,,
2022-04-22,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,0,,,,,,,,
2022-04-25,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,0,,,,,,,,
2022-04-26,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,0,,,,,,,,
2022-04-27,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,1040,,,,,,,,
2022-04-28,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-04-29,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-02,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-03,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-04,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-05,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-06,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-09,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-10,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-11,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-12,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-13,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-16,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-17,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-18,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-19,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-20,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-23,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-24,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-25,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-26,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-27,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-05-31,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-01,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-02,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-03,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-06,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-07,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-08,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-09,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-10,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-13,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-14,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-15,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-16,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-17,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-21,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-22,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-23,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-24,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-27,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-28,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-29,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-06-30,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-07-01,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,16.239999771118164,0,,,,,,,,
2022-07-05,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,528,,,,,,,,
2022-07-06,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-07,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-08,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-11,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-12,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-13,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-14,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-15,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-18,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-19,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-20,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-21,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-22,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-25,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-26,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-27,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-28,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-07-29,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-01,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-02,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-03,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-04,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-05,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-08,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-09,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-10,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-11,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-12,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-15,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-16,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-17,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-18,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-19,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-22,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-23,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-24,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-25,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-26,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-29,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-30,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-08-31,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-01,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-02,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-06,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-07,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-08,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-09,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-12,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-13,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-14,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-15,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-16,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-19,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-20,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-21,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-22,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-23,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-26,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-27,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-28,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-29,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-09-30,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-03,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-04,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-05,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-06,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-07,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-10,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-11,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-12,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-13,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-14,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-17,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-18,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-19,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-20,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-21,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-24,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-25,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-26,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-27,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-28,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-10-31,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-01,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-02,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-03,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-04,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-07,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-08,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-09,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-10,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-11,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-14,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-15,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-16,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-17,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-18,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-21,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-22,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-23,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-25,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-28,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-29,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-11-30,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-01,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-02,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-05,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-06,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-07,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-08,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-09,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-12,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-13,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-14,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-15,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-16,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-19,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-20,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-21,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-22,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-23,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-27,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-28,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-29,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2022-12-30,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-03,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-04,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-05,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-06,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-09,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-10,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-11,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-12,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-13,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-17,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-18,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-19,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-20,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-23,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-24,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-25,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-26,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-27,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-30,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-01-31,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-01,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-02,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-03,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-06,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-07,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-08,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-09,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-10,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-13,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-14,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-15,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-16,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-17,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-21,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-22,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-23,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-24,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-27,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-02-28,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-03-01,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
2023-03-02,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,6.710000038146973,0,,,,,,,,
