Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D
CASY,CASY,Business description unavailable.,USD,561.6,561.6,2025-12-30,377.47,2025-03-11,0.5,573.58,2025-12-22,561.6,2025-12-30,2.1,310976,0.0152,,,2025-06-11,92.0,429.91,2025-05-14,2025-09-16,True
HOVNP,HOVNP,Business description unavailable.,USD,20.45,20.45,2025-12-30,15.27,2025-06-02,-0.3,20.82,2025-10-06,19.38,2025-12-04,6.9,7383,0.0107,,,2025-09-16,106.0,15.27,2025-06-02,2025-09-16,True
ELET6.SA,ELET6.SA,Business description unavailable.,BRL,52.42,,2025-12-30,27.39,2025-01-03,23.3,55.62,2025-12-04,50.83,2025-12-22,8.6,2282378,0.0136,,,2025-08-11,220.0,29.94,2025-08-05,2025-09-16,True
SU,SU,Business description unavailable.,USD,44.5,44.5,2025-12-30,31.19,2025-04-08,7.9,45.2,2025-11-18,42.22,2025-12-16,6.6,4214393,0.0125,,,2025-06-13,66.0,32.92,2025-04-15,2025-09-16,True
PLUS,PLUS,Business description unavailable.,USD,88.6,88.6,2025-12-30,54.43,2025-04-08,23.7,101.04,2024-10-14,54.43,2025-04-08,46.1,208836,0.0247,2025-05-30,52.0,2025-05-30,52.0,57.84,2025-04-14,2025-09-16,True
FRFXF,FRFXF,Business description unavailable.,USD,18.72,18.72,2025-12-30,13.41,2025-03-11,5.6,18.72,2025-12-29,,,,2954,0.0057,,,2025-08-22,164.0,13.48,2025-06-02,2025-09-15,True
STRW,STRW,Business description unavailable.,USD,13.25,13.25,2025-12-30,9.36,2025-05-27,9.0,13.68,2025-12-15,12.9,2025-12-24,5.7,32703,0.021,,,2025-09-15,111.0,9.36,2025-05-27,2025-09-15,True
CRI,CRI,Business description unavailable.,USD,32.03,32.03,2025-12-30,23.23,2025-08-01,11.3,92.32,2021-05-03,23.23,2025-08-01,74.8,985730,0.0293,2025-09-15,45.0,2025-09-15,45.0,23.23,2025-08-01,2025-09-15,True
ONTO,ONTO,Business description unavailable.,USD,160.01,160.01,2025-12-30,88.5,2025-05-09,16.6,238.04,2024-07-16,88.5,2025-05-09,62.8,733870,0.0344,2025-09-15,129.0,2025-09-15,129.0,88.5,2025-05-09,2025-09-15,True
ELET3.SA,ELET3.SA,Business description unavailable.,BRL,50.61,,2025-12-30,30.61,2025-01-03,-0.6,66.65,2025-12-04,48.65,2025-12-22,27.0,10768716,0.0356,,,2025-04-24,111.0,35.03,2025-07-28,2025-09-15,True
DHT,DHT,Business description unavailable.,USD,12.14,12.14,2025-12-30,8.92,2024-12-30,2.4,13.73,2025-11-21,12.1,2025-12-23,11.9,1533453,0.0154,,,2025-05-16,137.0,9.75,2025-04-15,2025-09-15,True
SCCO,SCCO,Business description unavailable.,USD,145.48,145.48,2025-12-30,71.98,2025-04-08,20.4,149.52,2025-12-26,,,,1139343,0.0243,,,2025-06-09,62.0,82.03,2025-04-16,2025-09-15,True
TD,TD,Business description unavailable.,USD,94.71,94.71,2025-12-30,51.08,2024-12-27,17.7,94.71,2025-12-30,,,,2148200,0.0096,,,2025-05-23,147.0,59.22,2025-04-15,2025-09-15,True
ELP,ELP,Business description unavailable.,USD,9.27,9.27,2025-12-24,5.52,2025-01-10,1.9,10.46,2025-12-03,8.97,2025-12-22,14.3,404058,0.0201,,,2025-03-19,68.0,6.88,2025-04-10,2025-09-15,True
AXIA-P,AXIA-P,Business description unavailable.,USD,9.42,9.42,2025-12-30,5.66,2024-12-30,-8.0,13.37,2025-12-04,9.33,2025-12-24,30.2,36468,0.0455,,,2025-03-19,79.0,6.8,2025-07-31,2025-09-15,True
TCKRF,TCKRF,Business description unavailable.,USD,47.54,47.54,2025-12-30,30.73,2025-04-08,10.6,71.45,2023-04-24,30.73,2025-04-08,57.0,1236,0.0239,2025-06-27,80.0,2025-06-27,80.0,32.51,2025-08-01,2025-09-15,True
CPAC,CPAC,Business description unavailable.,USD,10.56,10.56,2025-12-30,5.1,2025-04-11,52.6,10.64,2025-12-16,10.21,2025-12-23,4.0,145366,0.0567,,,2025-08-29,140.0,5.32,2025-04-14,2025-09-15,True
ADX,ADX,Business description unavailable.,USD,23.38,23.38,2025-12-30,16.03,2025-04-07,6.4,23.38,2025-12-26,,,,295150,0.009,,,2025-06-30,84.0,16.71,2025-04-21,2025-09-15,True
RNLXY,RNLXY,Business description unavailable.,USD,3.73,3.73,2025-12-30,3.38,2025-08-12,-44.7,869.5,2021-07-28,3.3,2024-12-02,99.6,2937,0.0651,2024-12-12,10.0,2025-09-15,34.0,3.38,2025-08-12,2025-09-15,True
PACS,PACS,Business description unavailable.,USD,39.27,39.27,2025-12-30,7.71,2025-09-10,179.9,42.94,2024-11-01,7.71,2025-09-10,82.0,2399823,0.0821,2025-09-15,5.0,2025-09-15,5.0,7.71,2025-09-10,2025-09-15,True
QQQX,QQQX,Business description unavailable.,USD,28.62,28.62,2025-12-30,19.68,2025-04-07,5.9,28.62,2025-12-30,,,,83906,0.0092,,,2025-08-06,121.0,20.45,2025-04-21,2025-09-15,True
GOLD,GOLD,Business description unavailable.,USD,33.45,33.45,2025-12-30,19.4,2025-05-30,27.1,45.19,2024-09-13,19.4,2025-05-30,57.1,551580,0.0276,2025-09-12,105.0,2025-09-12,105.0,19.4,2025-05-30,2025-09-12,True
KMTS,KMTS,Business description unavailable.,USD,26.97,26.97,2025-12-30,14.46,2025-08-06,11.7,28.01,2025-12-22,26.43,2025-12-29,5.6,377626,0.0342,,,2025-09-12,37.0,14.46,2025-08-06,2025-09-12,True
EOI,EOI,Business description unavailable.,USD,20.62,20.62,2025-12-30,15.5,2025-04-07,-0.1,20.98,2025-09-12,19.16,2025-11-20,8.7,136090,0.008,,,2025-07-01,85.0,16.12,2025-04-21,2025-09-12,False
MPW,MPW,Business description unavailable.,USD,5.06,5.06,2025-12-30,3.48,2024-12-30,-4.4,16.88,2022-01-14,2.62,2024-01-17,84.5,6780510,0.0214,2024-02-27,41.0,2025-02-06,38.0,3.85,2025-08-12,2025-09-12,True
MAWAF,MAWAF,Business description unavailable.,USD,274.0,274.0,2025-12-30,132.14,2025-04-09,-6.5,292.93,2025-09-29,259.0,2025-10-03,11.6,0,0.0165,,,2025-09-12,156.0,132.14,2025-04-14,2025-09-12,True
SLV,SLV,Business description unavailable.,USD,68.98,68.98,2025-12-30,26.33,2024-12-31,60.8,71.12,2025-12-26,,,,52816470,0.029,,,2025-07-11,192.0,29.12,2025-05-02,2025-09-12,True
TELNY,TELNY,Business description unavailable.,USD,14.59,14.59,2025-12-30,10.52,2024-12-31,-10.4,16.86,2025-09-12,13.83,2025-11-19,18.0,38630,0.0136,,,2025-04-01,91.0,12.96,2025-04-15,2025-09-11,False
KEYS,KEYS,Business description unavailable.,USD,206.01,206.01,2025-12-30,127.02,2025-04-04,19.0,214.14,2025-12-11,198.53,2025-12-17,7.3,1272953,0.0222,,,2025-05-16,42.0,131.88,2025-04-21,2025-09-11,True
NTCT,NTCT,Business description unavailable.,USD,27.35,27.35,2025-12-30,19.23,2025-04-08,4.1,37.9,2022-12-01,17.65,2024-06-14,53.4,527490,0.0195,2024-12-12,181.0,2025-06-26,79.0,19.83,2025-04-21,2025-09-11,True
RSMDF,RSMDF,Business description unavailable.,USD,26.73,26.73,2025-12-30,16.47,2025-08-11,-1.2,29.75,2025-03-17,16.47,2025-08-11,44.6,109,0.0297,2025-09-11,31.0,2025-09-11,31.0,16.47,2025-08-11,2025-09-11,True
SEE,SEE,Business description unavailable.,USD,41.53,41.53,2025-12-30,23.53,2025-04-08,17.3,64.92,2022-03-29,23.53,2025-04-08,63.8,4078920,0.0241,2025-05-12,34.0,2025-05-12,34.0,25.44,2025-04-16,2025-09-11,True
CNC,CNC,Business description unavailable.,USD,41.21,41.21,2025-12-30,25.21,2025-08-06,15.3,97.22,2022-08-15,25.21,2025-08-06,74.1,6661916,0.0307,2025-09-11,36.0,2025-09-11,36.0,25.21,2025-08-06,2025-09-11,True
FMCXF,FMCXF,Business description unavailable.,USD,3.75,3.75,2025-12-30,1.8,2025-08-01,38.4,3.75,2025-12-30,,,,131556,0.0306,,,2025-09-11,41.0,1.8,2025-08-01,2025-09-11,True
RVMD,RVMD,Business description unavailable.,USD,79.67,79.67,2025-12-30,31.13,2025-04-08,73.7,81.19,2025-12-24,,,,2294613,0.021,,,2025-04-28,20.0,34.7,2025-08-11,2025-09-11,True
RSRBF,RSRBF,Business description unavailable.,USD,3.88,3.88,2025-12-30,1.58,2025-01-22,33.2,4.15,2021-05-24,0.9,2024-03-19,78.3,15504,0.0359,2024-03-25,6.0,2025-03-31,68.0,2.15,2025-04-23,2025-09-11,True
MLM,MLM,Business description unavailable.,USD,631.42,631.42,2025-12-30,450.65,2025-04-08,2.0,655.98,2025-10-14,589.18,2025-11-17,10.2,408676,0.0113,,,2025-08-04,118.0,483.07,2025-04-21,2025-09-11,True
FFIC,FFIC,Business description unavailable.,USD,15.38,15.38,2025-12-30,10.4,2025-04-11,13.4,20.55,2022-01-14,7.87,2023-05-12,61.7,382906,0.0254,2023-06-02,21.0,2025-09-10,152.0,10.51,2025-04-14,2025-09-11,True
EGBN,EGBN,Business description unavailable.,USD,21.1,21.1,2025-12-30,15.79,2025-08-01,4.5,52.35,2022-01-18,14.67,2023-05-16,72.0,466850,0.0314,2023-06-06,21.0,2025-09-11,41.0,15.79,2025-08-01,2025-09-11,True
HCI,HCI,Business description unavailable.,USD,191.53,191.53,2025-12-30,109.07,2025-01-03,2.7,205.92,2025-10-24,169.9,2025-12-08,17.5,148910,0.0226,,,2025-03-26,82.0,137.21,2025-08-07,2025-09-11,True
LION,LION,Business description unavailable.,USD,9.25,9.25,2025-12-30,5.59,2025-07-07,36.4,12.52,2024-05-08,5.59,2025-07-07,55.4,2867270,0.0248,2025-09-11,66.0,2025-09-11,66.0,5.59,2025-07-07,2025-09-11,True
FNV,FNV,Business description unavailable.,USD,208.28,208.28,2025-12-30,116.39,2024-12-30,-6.3,222.91,2025-09-30,183.97,2025-10-27,17.5,664946,0.0209,,,2025-03-14,74.0,154.4,2025-07-18,2025-09-11,True
DRRKF,DRRKF,Business description unavailable.,USD,79.3,79.3,2025-12-30,68.28,2025-01-28,-13.9,97.25,2025-09-11,79.3,2025-12-29,18.5,43,0.0201,,,2025-09-11,226.0,68.28,2025-04-14,2025-09-11,True
TECK,TECK,Business description unavailable.,USD,47.97,47.97,2025-12-30,28.92,2025-04-08,8.7,53.66,2024-05-20,28.92,2025-04-08,46.1,4204520,0.0234,2025-05-13,35.0,2025-05-13,35.0,31.2,2025-08-20,2025-09-11,True
EOS,EOS,Business description unavailable.,USD,23.46,23.46,2025-12-30,17.47,2025-04-08,-0.5,23.96,2025-09-22,21.59,2025-11-20,9.9,115690,0.01,,,2025-06-25,78.0,18.23,2025-04-21,2025-09-10,False
ROIV,ROIV,Business description unavailable.,USD,21.63,21.63,2025-12-30,9.08,2025-04-08,37.3,22.94,2025-12-16,21.63,2025-12-30,5.7,7478010,0.0195,,,2025-08-13,127.0,10.02,2025-04-16,2025-09-09,True
CLB,CLB,Business description unavailable.,USD,16.12,16.12,2025-12-30,9.73,2025-08-11,28.2,47.85,2021-06-10,9.73,2025-08-11,79.7,384983,0.044,2025-09-09,29.0,2025-09-09,29.0,9.73,2025-08-11,2025-09-09,True
NTRA,NTRA,Business description unavailable.,USD,229.98,229.98,2025-12-30,132.23,2025-04-08,42.3,244.55,2025-12-05,224.74,2025-12-18,8.1,1401520,0.0181,,,2025-09-09,154.0,133.66,2025-07-31,2025-09-09,True
AVO,AVO,Business description unavailable.,USD,11.6,11.6,2025-12-30,9.74,2025-04-10,-3.6,22.69,2021-06-11,8.46,2023-11-30,62.7,471466,0.0199,2024-03-08,99.0,2025-08-22,134.0,9.95,2025-04-16,2025-09-09,True
GEHC,GEHC,Business description unavailable.,USD,83.33,83.33,2025-12-30,58.67,2025-04-08,10.4,93.65,2024-09-30,58.67,2025-04-08,37.4,3596000,0.0173,2025-07-10,93.0,2025-07-10,93.0,60.39,2025-04-21,2025-09-09,True
ANGO,ANGO,Business description unavailable.,USD,13.0,13.0,2025-12-30,8.37,2025-03-10,17.4,30.97,2021-11-05,5.27,2024-03-25,83.0,438146,0.0207,2024-04-05,11.0,2025-06-03,85.0,8.4,2025-08-06,2025-09-09,True
LOW,LOW,Business description unavailable.,USD,243.18,243.18,2025-12-30,208.44,2025-04-08,-1.5,277.3,2024-10-16,208.44,2025-04-08,24.8,3308443,0.0137,2025-09-08,153.0,2025-09-08,153.0,208.69,2025-06-18,2025-09-08,False
PFSI,PFSI,Business description unavailable.,USD,133.26,133.26,2025-12-30,88.54,2025-04-10,6.1,136.06,2025-11-26,128.47,2025-12-09,5.6,323200,0.0175,,,2025-09-05,148.0,92.37,2025-06-17,2025-09-08,True
PSLV,PSLV,Business description unavailable.,USD,25.22,25.22,2025-12-30,9.65,2024-12-31,58.2,26.04,2025-12-26,,,,11612510,0.0293,,,2025-07-10,191.0,10.76,2025-05-02,2025-09-08,True
HR,HR,Business description unavailable.,USD,17.09,17.09,2025-12-30,13.79,2025-06-05,-5.7,21.32,2022-08-15,11.45,2024-03-14,46.3,2746923,0.012,2024-06-06,84.0,2025-09-08,95.0,13.79,2025-06-05,2025-09-08,True
EZPW,EZPW,Business description unavailable.,USD,19.69,19.69,2025-12-30,11.82,2025-01-10,8.6,21.04,2025-12-10,19.22,2025-12-19,8.7,1147603,0.0184,,,2025-04-01,81.0,13.02,2025-06-05,2025-09-08,True
GUYGF,GUYGF,Business description unavailable.,USD,4.73,4.73,2025-12-30,1.35,2024-12-30,69.5,4.76,2025-12-24,,,,90323,0.0387,,,2025-01-30,31.0,1.89,2025-07-30,2025-09-08,True
GHC,GHC,Business description unavailable.,USD,1092.93,1092.93,2025-12-30,847.71,2025-01-10,-4.9,1182.59,2025-09-26,948.67,2025-10-13,19.8,20943,0.0208,,,2025-09-04,237.0,873.17,2025-04-21,2025-09-08,False
EHC,EHC,Business description unavailable.,USD,107.67,107.67,2025-12-30,90.64,2025-01-10,-13.5,127.18,2025-10-27,106.39,2025-12-19,16.3,895966,0.0135,,,2025-05-14,124.0,95.84,2025-04-21,2025-09-05,False
AXIA,AXIA,Business description unavailable.,USD,9.17,9.17,2025-12-30,5.07,2025-01-03,-4.7,12.48,2025-12-04,8.85,2025-12-22,29.1,1932503,0.0377,,,2025-03-19,75.0,6.29,2025-07-28,2025-09-05,True
WGO,WGO,Business description unavailable.,USD,41.15,41.15,2025-12-30,27.96,2025-06-25,21.9,79.44,2021-03-17,27.96,2025-06-25,64.8,623890,0.0432,2025-09-05,72.0,2025-09-05,72.0,27.96,2025-06-25,2025-09-05,True
CRNX,CRNX,Business description unavailable.,USD,47.39,47.39,2025-12-30,25.56,2025-04-08,13.9,60.69,2024-11-08,25.56,2025-04-08,57.9,1060556,0.028,2025-04-24,16.0,2025-04-24,16.0,26.85,2025-08-08,2025-09-05,True
HCA,HCA,Business description unavailable.,USD,473.26,473.26,2025-12-30,294.49,2025-01-03,11.2,515.08,2025-11-25,466.56,2025-12-18,9.4,1315296,0.0154,,,2025-05-15,132.0,315.96,2025-04-21,2025-09-05,True
SBS,SBS,Business description unavailable.,USD,24.14,24.14,2025-12-30,13.63,2025-01-03,-1.9,26.95,2025-12-02,23.58,2025-12-29,12.5,1088860,0.0205,,,2025-04-03,90.0,17.75,2025-04-16,2025-09-05,True
FOXA,FOXA,Business description unavailable.,USD,73.7,73.7,2025-12-30,46.99,2025-04-21,19.1,74.3,2025-12-26,,,,3377196,0.0148,,,2025-09-05,137.0,46.99,2025-04-21,2025-09-05,True
ENS,ENS,Business description unavailable.,USD,148.34,148.34,2025-12-30,77.98,2025-04-08,29.2,150.99,2025-12-26,,,,470740,0.0187,,,2025-08-22,136.0,79.34,2025-04-21,2025-09-05,True
TMHC,TMHC,Business description unavailable.,USD,59.14,59.14,2025-12-30,53.93,2025-04-08,-11.9,74.8,2024-11-25,53.93,2025-04-08,27.9,954920,0.0169,2025-09-05,150.0,2025-09-05,150.0,54.91,2025-04-16,2025-09-05,False
HQL,HQL,Business description unavailable.,USD,16.83,16.83,2025-12-30,9.88,2025-04-08,10.1,17.67,2025-11-28,16.67,2025-12-18,5.7,136080,0.0151,,,2025-08-13,127.0,10.6,2025-04-16,2025-09-05,True
EXAS,EXAS,Business description unavailable.,USD,101.9,101.9,2025-12-30,40.31,2025-04-08,80.6,155.01,2021-02-12,30.35,2022-10-14,80.4,8284120,0.0347,2022-11-08,25.0,2025-05-05,27.0,40.91,2025-08-11,2025-09-05,True
BRZE,BRZE,Business description unavailable.,USD,34.77,34.77,2025-12-30,24.11,2025-08-12,24.0,94.16,2021-11-19,23.0,2022-11-04,75.6,2001886,0.0317,2023-01-13,70.0,2025-09-05,24.0,24.11,2025-08-12,2025-09-05,True
AIOT,AIOT,Business description unavailable.,USD,5.35,5.35,2025-12-30,3.8,2025-08-01,0.4,9.1,2021-03-17,1.74,2023-11-02,80.9,1220756,0.0351,2023-11-15,13.0,2025-09-05,35.0,3.8,2025-08-01,2025-09-05,True
IOT,IOT,Business description unavailable.,USD,35.98,35.98,2025-12-30,32.22,2025-08-14,-5.6,60.96,2025-02-18,32.22,2025-08-14,47.1,5939496,0.0297,2025-09-05,22.0,2025-09-05,22.0,32.22,2025-08-14,2025-09-05,True
GPCR,GPCR,Business description unavailable.,USD,67.78,67.78,2025-12-30,14.15,2025-04-08,160.3,74.3,2023-10-31,14.15,2025-04-08,81.0,2092520,0.0969,2025-04-14,6.0,2025-04-14,6.0,16.2,2025-08-07,2025-09-05,True
NLY,NLY,Business description unavailable.,USD,23.03,23.03,2025-12-30,16.12,2025-04-10,11.6,23.26,2025-12-22,22.94,2025-12-23,1.4,7453696,0.0104,,,2025-09-04,147.0,16.39,2025-04-21,2025-09-05,True
BAIDF,BAIDF,Business description unavailable.,USD,17.17,17.17,2025-12-30,9.45,2025-04-07,1.8,18.33,2025-10-06,13.35,2025-11-19,27.1,3650,0.0421,,,2025-04-24,17.0,9.56,2025-06-12,2025-09-05,True
CFFN,CFFN,Business description unavailable.,USD,6.84,6.84,2025-12-30,4.82,2025-04-11,10.8,10.28,2021-03-12,3.72,2023-10-24,63.8,985650,0.0177,2023-11-03,10.0,2025-08-22,133.0,4.92,2025-04-14,2025-09-04,True
ITIC,ITIC,Business description unavailable.,USD,250.66,250.66,2025-12-30,185.97,2025-06-04,-3.6,277.85,2025-11-11,242.02,2025-12-09,12.9,18453,0.0183,,,2025-09-04,92.0,185.97,2025-06-04,2025-09-04,True
MTH,MTH,Business description unavailable.,USD,66.39,66.39,2025-12-30,61.39,2025-04-08,-9.1,103.78,2024-09-19,61.39,2025-04-08,40.9,826190,0.02,2025-09-04,149.0,2025-09-04,149.0,61.69,2025-04-16,2025-09-04,False
VIAV,VIAV,Business description unavailable.,USD,18.01,18.01,2025-12-30,8.99,2025-05-06,40.8,19.57,2025-12-11,17.14,2025-12-17,12.4,3470656,0.0341,,,2025-09-04,121.0,8.99,2025-05-06,2025-09-04,True
RJF,RJF,Business description unavailable.,USD,162.55,162.55,2025-12-30,122.89,2025-04-04,-2.0,175.92,2025-09-29,151.33,2025-11-20,14.0,1287206,0.0124,,,2025-07-18,105.0,130.04,2025-04-21,2025-09-04,False
FSBC,FSBC,Business description unavailable.,USD,35.91,35.91,2025-12-30,24.66,2025-04-10,12.5,38.14,2025-12-17,35.91,2025-12-30,5.8,62610,0.0194,,,2025-08-22,134.0,25.24,2025-04-14,2025-09-04,True
STC,STC,Business description unavailable.,USD,70.27,70.27,2025-12-30,56.06,2025-07-15,-2.8,76.62,2025-11-25,70.27,2025-12-30,8.3,231690,0.0187,,,2025-09-04,51.0,56.06,2025-07-15,2025-09-04,True
MGLU3.SA,MGLU3.SA,Business description unavailable.,BRL,8.94,,2025-12-30,5.37,2025-01-13,-2.2,226.75,2021-02-09,5.37,2025-01-13,97.6,20085863,0.0345,2025-02-17,35.0,2025-02-17,35.0,6.3,2025-08-15,2025-09-04,True
CSAN,CSAN,Business description unavailable.,USD,4.01,4.01,2025-12-30,3.81,2025-08-21,-12.3,18.96,2021-07-14,3.81,2025-08-21,79.9,1902540,0.0331,2025-09-04,14.0,2025-09-04,14.0,3.81,2025-08-21,2025-09-04,True
CRF,CRF,Business description unavailable.,USD,7.98,7.98,2025-12-30,5.5,2025-04-07,3.1,7.98,2025-12-24,,,,993170,0.0069,,,2025-07-01,85.0,5.72,2025-04-21,2025-09-04,True
BBY,BBY,Business description unavailable.,USD,67.83,67.83,2025-12-30,53.98,2025-04-08,-11.1,113.58,2021-11-22,53.84,2022-10-20,52.6,4658746,0.0216,2022-11-23,34.0,2025-05-12,34.0,57.31,2025-04-16,2025-09-04,True
LBTYK,LBTYK,Business description unavailable.,USD,11.14,11.14,2025-12-30,9.32,2025-05-13,-4.9,15.73,2021-09-27,8.49,2024-05-29,46.0,868750,0.0172,2024-09-19,113.0,2025-09-04,114.0,9.32,2025-05-13,2025-09-04,False
SKY,SKY,Business description unavailable.,USD,85.41,85.41,2025-12-30,60.33,2025-06-17,9.7,108.92,2024-12-11,60.33,2025-06-17,44.6,627280,0.0328,2025-09-04,79.0,2025-09-04,79.0,60.33,2025-06-17,2025-09-04,True
ETON,ETON,Business description unavailable.,USD,16.79,16.79,2025-12-30,11.47,2025-04-08,-17.1,22.48,2025-09-29,15.37,2025-12-02,31.6,249636,0.0295,,,2025-04-22,14.0,13.5,2025-06-25,2025-09-04,False
TRMK,TRMK,Business description unavailable.,USD,39.27,39.27,2025-12-30,30.21,2025-04-08,1.1,41.01,2025-12-18,39.27,2025-12-30,4.2,292026,0.0167,,,2025-08-22,136.0,31.09,2025-04-14,2025-09-04,True
AMCX,AMCX,Business description unavailable.,USD,9.73,9.73,2025-12-30,5.55,2025-04-08,17.7,78.63,2021-03-12,5.55,2025-04-08,92.9,424206,0.0255,2025-08-13,127.0,2025-08-13,127.0,5.63,2025-08-01,2025-09-04,True
FLRY3.SA,FLRY3.SA,Business description unavailable.,BRL,15.0,,2025-12-30,9.83,2025-02-28,-1.6,20.33,2021-02-02,9.83,2025-02-28,51.6,2998680,0.0168,2025-07-21,143.0,2025-07-21,143.0,11.21,2025-04-14,2025-09-04,True
DJCO,DJCO,Business description unavailable.,USD,508.21,508.21,2025-12-30,365.66,2025-04-08,6.8,589.89,2024-11-11,365.66,2025-04-08,38.0,137023,0.0382,2025-09-02,147.0,2025-09-02,147.0,369.93,2025-04-21,2025-09-04,True
AGNC,AGNC,Business description unavailable.,USD,10.82,10.82,2025-12-30,7.35,2025-04-10,11.6,10.86,2025-12-22,10.76,2025-12-23,0.9,18596486,0.0092,,,2025-09-03,146.0,7.38,2025-04-21,2025-09-03,True
M,M,Business description unavailable.,USD,22.14,22.14,2025-12-30,9.69,2025-04-08,24.2,31.64,2021-11-18,9.6,2023-10-13,69.6,7237413,0.0247,2023-11-17,35.0,2025-07-22,105.0,10.4,2025-04-21,2025-09-03,True
LBTYA,LBTYA,Business description unavailable.,USD,11.23,11.23,2025-12-30,9.08,2025-05-13,-3.0,15.51,2021-09-27,7.78,2023-10-27,49.8,1861766,0.016,2024-01-26,91.0,2025-09-03,113.0,9.08,2025-05-13,2025-09-03,False
ASR,ASR,Business description unavailable.,USD,324.02,324.02,2025-12-30,234.45,2025-04-08,3.3,346.48,2025-09-11,296.09,2025-11-20,14.5,51630,0.012,,,2025-05-07,29.0,255.49,2025-04-15,2025-09-02,False
UTHR,UTHR,Business description unavailable.,USD,496.19,496.19,2025-12-30,274.7,2025-07-31,13.2,517.13,2025-12-19,496.19,2025-12-30,4.0,454863,0.0164,,,2025-09-02,33.0,274.7,2025-07-31,2025-09-02,True
AGI,AGI,Business description unavailable.,USD,39.11,39.11,2025-12-30,18.03,2024-12-30,11.5,40.77,2025-12-26,,,,2459766,0.0311,,,2025-02-26,58.0,23.79,2025-05-14,2025-09-02,True
MLYS,MLYS,Business description unavailable.,USD,35.5,35.5,2025-12-30,8.76,2025-02-25,-10.8,47.33,2025-11-12,35.5,2025-12-30,25.0,1519303,0.0363,,,2025-03-10,13.0,12.87,2025-08-07,2025-09-02,True
CGAU,CGAU,Business description unavailable.,USD,14.49,14.49,2025-12-30,5.41,2025-03-10,28.8,15.17,2025-12-26,,,,1040310,0.0303,,,2025-05-06,57.0,6.33,2025-05-02,2025-09-02,True
MDIA3.SA,MDIA3.SA,Business description unavailable.,BRL,23.96,,2025-12-30,18.26,2025-01-10,-14.2,41.6,2022-10-03,18.26,2025-01-10,56.1,497446,0.0211,2025-04-16,96.0,2025-04-16,96.0,22.11,2025-06-23,2025-09-01,False
GFR,GFR,Business description unavailable.,USD,4.75,4.75,2025-12-30,3.94,2025-05-07,0.8,10.79,2023-09-08,3.94,2025-05-07,63.5,197820,0.0335,2025-08-29,114.0,2025-08-29,114.0,3.94,2025-05-07,2025-08-29,True
OLN,OLN,Business description unavailable.,USD,20.96,20.96,2025-12-30,17.47,2025-04-08,-17.4,62.12,2022-06-02,17.47,2025-04-08,71.9,2376463,0.0345,2025-08-22,136.0,2025-08-22,136.0,17.9,2025-08-01,2025-08-29,False
UPWK,UPWK,Business description unavailable.,USD,19.55,19.55,2025-12-30,11.75,2025-08-01,10.4,60.7,2021-07-13,7.6,2023-05-25,87.5,4301743,0.0378,2023-07-11,47.0,2025-08-29,28.0,11.75,2025-08-01,2025-08-29,True
BABA,BABA,Business description unavailable.,USD,147.36,147.36,2025-12-30,79.19,2025-01-10,-19.4,257.21,2021-02-17,59.97,2022-10-24,76.7,10353063,0.0245,2022-11-17,24.0,2025-02-10,31.0,103.83,2025-07-09,2025-08-29,True
GRMN,GRMN,Business description unavailable.,USD,205.09,205.09,2025-12-30,171.47,2025-04-08,-19.3,258.66,2025-10-08,186.3,2025-11-20,28.0,1056646,0.0198,,,2025-07-17,100.0,184.46,2025-05-01,2025-08-29,False
UNH,UNH,Business description unavailable.,USD,332.16,332.16,2025-12-30,234.7,2025-08-01,-4.0,607.89,2024-11-11,234.7,2025-08-01,61.4,6528490,0.0167,2025-08-29,28.0,2025-08-29,28.0,234.7,2025-08-01,2025-08-29,True
XIFR,XIFR,Business description unavailable.,USD,9.75,9.75,2025-12-30,7.96,2025-04-08,-9.7,67.97,2021-11-24,7.96,2025-04-08,88.3,1173296,0.0214,2025-08-29,143.0,2025-08-29,143.0,8.04,2025-04-21,2025-08-29,False
JAMF,JAMF,Business description unavailable.,USD,13.0,13.0,2025-12-30,7.14,2025-08-05,25.7,48.66,2021-11-09,7.14,2025-08-05,85.3,2027350,0.0223,2025-08-29,24.0,2025-08-29,24.0,7.14,2025-08-05,2025-08-29,True
SNEX,SNEX,Business description unavailable.,USD,97.62,97.62,2025-12-30,65.31,2024-12-31,-3.5,104.56,2025-09-04,83.71,2025-11-21,19.9,385803,0.0229,,,2025-04-24,114.0,78.34,2025-04-21,2025-08-29,False
JAZZ,JAZZ,Business description unavailable.,USD,170.82,170.82,2025-12-30,97.78,2025-05-09,24.8,186.42,2021-06-14,97.78,2025-05-09,47.5,1358386,0.0286,2025-08-29,112.0,2025-08-29,112.0,97.78,2025-05-09,2025-08-29,True
